la_code,name,type,majority_party,majority_party_id,governing_coalition,conservative_councillors,labour_councillors,lib_dem_councillors,green_councillors,ukip_councillors,plaid_cymru_councillors,snp_councillors,independent_councillors,vacant,total_councillors,boundary,notes,url,last_update
E09000016,Havering,London,No Overall Control,noc,Conservative/Independent,22,2,0,0,6,0,0,24,0,54,,"Residents' Group 11, East Havering Residents' Group (in governing coalition) 8, Independent Residents 5",http://democracy.havering.gov.uk/mgMemberIndex.aspx?bcr=1,2017-05-28
E09000017,Hillingdon,London,Conservative,4,Conservative,42,23,0,0,0,0,0,0,0,65,,,http://modgov.hillingdon.gov.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2017-05-28
E09000018,Hounslow,London,Labour,15,Labour,11,48,0,0,0,0,0,1,0,60,,,http://democraticservices.hounslow.gov.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2017-05-28
E09000019,Islington,London,Labour,15,Labour,0,47,0,1,0,0,0,0,0,48,,,http://democracy.islington.gov.uk/mgMemberIndex.aspx?bcr=1,2017-05-28
E09000020,Kensington and Chelsea,London,Conservative,4,Conservative,37,11,2,0,0,0,0,0,0,50,,,https://www.rbkc.gov.uk/committees/Members/tabid/62/ScreenMode/Alphabetical/Default.aspx,2017-05-28
E09000021,Kingston upon Thames,London,Conservative,4,Conservative,27,2,18,0,0,0,0,1,0,48,,,https://moderngov.kingston.gov.uk/mgMemberIndex.aspx,2017-05-28
E09000022,Lambeth,London,Labour,15,Labour,3,58,0,1,0,0,0,1,0,63,,"Lead for Brixton 1, Independent Labour 1",https://moderngov.lambeth.gov.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2017-05-28
E09000023,Lewisham,London,Labour,15,Labour Mayor,0,53,0,1,0,0,0,0,0,54,,,http://councilmeetings.lewisham.gov.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2017-05-28
E09000024,Merton,London,Labour,15,Labour,20,36,1,0,0,0,0,3,0,60,,Merton Park Ward Independent Residents 3,http://democracy.merton.gov.uk/mgMemberIndex.aspx?bcr=1&FN=GROUPING&VW=LIST&PIC=0,2017-05-28
E09000025,Newham,London,Labour,15,Labour Mayor,0,59,0,0,0,0,0,1,0,60,,,https://mgov.newham.gov.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2017-05-28
E09000026,Redbridge,London,Labour,15,Labour,24,36,3,0,0,0,0,0,0,63,,,http://moderngov.redbridge.gov.uk/mgFindMember.aspx?XXR=0&AC=USERSEARCH,2017-05-28
E09000027,Richmond upon Thames,London,Conservative,4,Conservative,38,1,15,0,0,0,0,0,0,54,,,https://cabnet.richmond.gov.uk/mgMemberIndex.aspx,2017-05-28
E09000028,Southwark,London,Labour,15,Labour,2,48,13,0,0,0,0,0,0,63,,,http://moderngov.southwarksites.com/mgFindMember.aspx?XXR=0&AC=USERSEARCH&sPC=Enter%20postcode&,2017-05-28
E09000029,Sutton,London,Liberal Democrat,17,Liberal Democrat,8,0,44,0,0,0,0,2,0,54,,,https://moderngov.sutton.gov.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2017-05-28
E09000030,Tower Hamlets,London,No Overall Control,noc,Labour Mayor,5,22,1,0,0,0,0,17,0,45,,"Independent group 9, Peoples Alliance of Tower Hamlets 5, Independents 3",http://democracy.towerhamlets.gov.uk/mgMemberIndex.aspx?bcr=1,2017-05-28
E09000031,Waltham Forest,London,Labour,15,Labour,16,42,0,0,0,0,0,1,1,60,,,http://walthamforest.moderngov.co.uk/mgFindMember.aspx?XXR=0&AC=USERSEARCH&sPC=Enter%20postcode,2017-05-30
E09000032,Wandsworth,London,Conservative,4,Conservative,39,19,0,0,0,0,0,2,0,60,,Wandsworth Independent Alliance 2,https://democracy.wandsworth.gov.uk/mgMemberIndex.aspx,2017-05-28
E09000033,Westminster,London,Conservative,4,Conservative,44,15,0,0,0,0,0,1,0,60,,,http://committees.westminster.gov.uk/mgMemberIndex.aspx?bcr=11,2017-05-28
E10000002,Buckinghamshire,County,Conservative,4,Conservative,41,1,4,0,0,0,0,3,0,49,,,https://democracy.buckscc.gov.uk/mgMemberIndex.aspx?FN=GROUPING&VW=TABLE&PIC=1,2017-05-28
E10000003,Cambridgeshire,County,Conservative,4,Conservative,36,7,15,0,0,0,0,3,0,61,,,https://cmis.cambridgeshire.gov.uk/ccc_live/Councillors/tabid/63/ScreenMode/Alphabetical/Default.aspx,2017-05-28
E10000006,Cumbria,County,No Overall Control,noc,Unknown,37,26,16,0,0,0,0,5,0,84,,"2x West Cumbria Independent Group, 4x Independent Group, 2x Independents",http://councilportal.cumbria.gov.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2017-05-28
E10000007,Derbyshire,County,Conservative,4,Conservative,37,24,3,0,0,0,0,0,0,64,,,http://www.derbyshire.gov.uk/council/councillors/,2017-05-28
E10000008,Devon,County,Conservative,4,Conservative,42,7,7,1,0,0,0,3,0,60,,,http://democracy.devon.gov.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2017-05-28
E10000009,Dorset,County,Conservative,4,Conservative,32,1,11,2,0,0,0,0,0,46,,,http://dorset.moderngov.co.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2017-05-28
E10000011,East Sussex,County,Conservative,4,Conservative,30,4,11,0,0,0,0,5,0,50,,,https://democracy.eastsussex.gov.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2017-05-28
E10000012,Essex,County,Conservative,4,Conservative,56,6,7,1,0,0,0,5,0,75,,,http://cmis.essexcc.gov.uk/essexcmis5/Councillors/tabid/62/ScreenMode/Alphabetical/Default.aspx,2017-05-28
E10000013,Gloucestershire,County,Conservative,4,Conservative,31,5,14,2,0,0,0,1,0,53,,"People Against Beaurocracy 1, Independent 1. Vacancy: www.gloucestershirelive.co.uk/former-ukip-councillor-steps-down-but-delays-announcement-to-avoid-a-county-council-by-election/story-29927803-detail/story.html",http://glostext.gloucestershire.gov.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2017-05-31
E10000014,Hampshire,County,Conservative,4,Conservative,56,2,19,0,0,0,0,1,0,78,,,http://democracy.hants.gov.uk/mgMemberIndex.aspx?bcr=1,2017-05-28
